Customer,Claim Amount ,Coverage,Education,Employment Status,Gender,Annual Income ($),Location Category,Marital Status,Age,Monthly Premium,Months Since Last Claim,Vehicle Size,Reported to Police?,Witness Details provided?,Weekend?,Car driveable?,"Fraud Detected? Yes=1, No=0"
HP36979,"6,409",Extended,College,Employed,M,49988,Suburban,Married,30,106,6,Large,n,y,n,y,0
PP40919,"2,377",Extended,College,Unemployed,F,0,Suburban,Single,20,137,2,Medsize,n,y,n,y,1
RO73268,"3,211",Extended,Bachelor,Disabled,M,16269,Suburban,Divorced,28,112,6,Medsize,n,y,n,y,1
HO61691,"5,095",Basic,Bachelor,Employed,F,72006,Suburban,Divorced,22,110,4,Medsize,n,y,n,y,0
BS13062,"25,755",Extended,High School or Below,Unemployed,F,0,Suburban,Married,17,101,3,Small,y,n,n,y,1
FO35655,"8,672",Extended,Bachelor,Unemployed,M,0,Suburban,Single,54,217,34,Medsize,n,y,n,y,0
HR10526,"8,045",Basic,Master,Employed,M,44320,Suburban,Married,31,91,13,Medsize,n,n,n,n,0
IA63417,"4,002",Premium,High School or Below,Retired,F,19782,Suburban,Divorced,30,136,13,Medsize,n,y,y,y,0
BH35016,"16,706",Basic,Bachelor,Employed,F,63933,Suburban,Divorced,43,42,35,Medsize,y,y,n,y,0
PK52952,"8,544",Basic,Doctor,Employed,M,28224,Suburban,Single,33,123,13,Medsize,y,y,n,y,0
OD76309,"7,805",Basic,College,Retired,F,21073,Suburban,Divorced,44,82,25,Small,y,y,y,y,0
IL28481,"6,113",Extended,Bachelor,Employed,M,63243,Urban,Married,33,61,21,Large,y,n,n,y,0
GY55092,"4,773",Extended,High School or Below,Retired,M,20993,Suburban,Divorced,62,89,35,Medsize,n,y,n,y,0
UF33451,"10,979",Extended,Bachelor,Employed,F,94827,Urban,Married,23,175,5,Medsize,n,y,n,y,0
CF15558,"5,004",Basic,Master,Employed,F,39161,Urban,Married,38,83,18,Small,y,y,n,y,0
JM62924,"13,223",Extended,Bachelor,Employed,M,37534,Suburban,Married,23,130,2,Medsize,y,y,n,y,0
EM66435,"2,623",Basic,Bachelor,Employed,F,80210,Rural,Divorced,39,37,30,Medsize,n,y,n,y,0
QX45933,"17,840",Basic,Bachelor,Unemployed,M,0,Suburban,Married,57,58,32,Small,n,y,n,y,0
JI71369,"5,106",Basic,College,Employed,F,30110,Rural,Married,24,90,2,Medsize,n,y,n,y,0
JU93290,"17,931",Basic,College,Medical Leave,F,21708,Suburban,Divorced,51,58,28,Medsize,y,y,n,y,0
GU66096,"5,457",Basic,High School or Below,Employed,M,94731,Suburban,Married,34,87,23,Medsize,n,n,n,y,0
UC33108,"6,564",Extended,Bachelor,Employed,M,32375,Suburban,Married,27,89,17,Small,y,y,n,y,0
LW93867,"4,813",Basic,College,Medical Leave,M,16531,Rural,Married,21,109,0,Medsize,n,y,n,y,1
OU78470,"29,328",Extended,Master,Employed,F,32006,Rural,Single,48,96,28,Medsize,y,y,n,y,0
XW90265,"5,774",Basic,Bachelor,Employed,F,81676,Suburban,Married,34,56,21,Small,n,y,n,y,0
HS67749,"6,847",Extended,College,Employed,M,71038,Rural,Married,26,104,15,Medsize,n,y,n,y,0
VZ51506,"3,595",Basic,High School or Below,Unemployed,F,0,Suburban,Single,35,123,20,Medsize,y,y,n,y,0
UI64281,"22,856",Basic,Master,Medical Leave,F,20832,Rural,Married,22,111,8,Medsize,n,n,n,y,0
AE98193,"7,859",Basic,High School or Below,Unemployed,M,0,Suburban,Single,44,141,19,Medsize,n,y,n,y,0
AZ74055,"4,116",Premium,High School or Below,Employed,M,52405,Suburban,Married,17,143,2,Medsize,y,y,y,y,1
XS76911,"5,030",Extended,High School or Below,Unemployed,F,0,Suburban,Married,17,167,3,Small,y,n,n,y,1
AY40674,"4,821",Extended,Bachelor,Employed,F,26583,Suburban,Married,17,154,6,Medsize,y,y,n,y,0
NA12740,"5,004",Basic,Master,Disabled,M,25486,Rural,Married,37,97,15,Medsize,y,n,n,y,0
UA84837,"8,630",Premium,College,Employed,M,24065,Suburban,Divorced,54,77,30,Medsize,n,n,n,y,0
DJ51510,"9,322",Premium,High School or Below,Employed,F,70435,Rural,Married,21,162,0,Medsize,n,y,n,y,0
VM58985,"16,728",Extended,College,Unemployed,M,0,Suburban,Single,59,56,33,Medsize,y,y,n,y,0
OH60605,"3,653",Extended,High School or Below,Employed,F,39679,Suburban,Married,27,116,2,Medsize,n,y,n,y,0
UO98052,"6,159",Extended,College,Unemployed,M,0,Urban,Single,33,117,13,Medsize,y,n,n,y,0
NC53424,"4,376",Basic,Bachelor,Unemployed,M,0,Suburban,Married,36,67,21,Medsize,n,y,n,y,1
LQ13873,"5,569",Basic,High School or Below,Employed,M,53565,Suburban,Married,36,77,27,Small,n,y,n,y,0
LA97014,"2,577",Basic,Bachelor,Employed,M,37574,Suburban,Married,43,84,19,Medsize,n,y,n,y,0
NB79936,"8,347",Premium,Bachelor,Employed,M,48259,Rural,Single,31,132,14,Medsize,n,y,n,y,0
NT89061,"6,324",Extended,High School or Below,Employed,F,78532,Suburban,Married,51,54,25,Medsize,n,y,n,y,0
AF10970,"5,973",Basic,Bachelor,Employed,F,96163,Suburban,Married,34,87,23,Medsize,n,y,n,n,0
ZG48513,"4,707",Basic,Bachelor,Unemployed,M,0,Suburban,Single,17,118,0,Medsize,y,y,n,y,1
JQ59145,"8,093",Basic,High School or Below,Unemployed,M,0,Suburban,Married,21,152,9,Medsize,n,y,n,n,0
FE84989,"5,036",Basic,College,Employed,M,72672,Urban,Married,33,109,7,Large,n,y,n,y,0
JT52858,"9,028",Premium,Bachelor,Employed,F,99002,Suburban,Married,58,96,33,Medsize,n,n,n,n,0
MC62068,"7,289",Extended,High School or Below,Employed,M,79494,Urban,Married,46,117,19,Large,n,y,n,y,0
EU27538,"18,042",Extended,Master,Employed,M,35704,Rural,Married,31,223,21,Medsize,n,n,n,y,0
RH42306,"4,992",Basic,Bachelor,Unemployed,F,0,Suburban,Single,28,91,6,Small,n,n,n,y,1
US23612,"9,102",Premium,High School or Below,Disabled,F,26049,Rural,Married,29,146,17,Large,n,y,n,y,0
WV76014,"2,540",Basic,Doctor,Employed,M,70125,Rural,Single,41,72,21,Medsize,y,y,n,n,0
RK96223,"12,942",Basic,College,Employed,M,52369,Suburban,Married,59,74,34,Medsize,n,y,y,y,0
MF82000,"2,365",Basic,Bachelor,Unemployed,F,0,Rural,Married,33,56,25,Medsize,y,n,n,y,0
FM46980,"5,721",Basic,College,Employed,M,41770,Suburban,Married,17,98,0,Small,n,y,n,y,1
SY56792,"7,036",Premium,High School or Below,Unemployed,M,0,Suburban,Divorced,42,113,16,Medsize,n,y,n,y,0
RF61565,"2,637",Basic,College,Employed,M,31911,Suburban,Married,49,45,33,Medsize,n,y,n,y,0
IM94808,"5,396",Basic,Bachelor,Employed,M,70051,Rural,Married,27,88,15,Medsize,n,y,n,y,0
VI14730,"8,383",Basic,High School or Below,Retired,M,19683,Suburban,Married,30,121,17,Medsize,n,n,n,y,0
YR34119,"31,162",Basic,College,Employed,F,30916,Rural,Married,33,136,7,Small,n,y,n,y,0
RR77985,"2,888",Extended,Bachelor,Unemployed,F,0,Suburban,Single,44,66,24,Medsize,n,y,y,y,1
VC22097,"8,715",Basic,College,Unemployed,F,0,Suburban,Divorced,37,140,14,Medsize,n,y,y,y,1
WV17090,"25,586",Basic,Bachelor,Unemployed,M,0,Suburban,Married,19,162,0,Medsize,n,y,n,y,0
TM23514,"10,273",Extended,College,Employed,M,60145,Urban,Single,17,154,8,Medsize,n,y,n,y,0
MQ68407,"4,376",Premium,Bachelor,Employed,F,63774,Rural,Divorced,38,141,18,Medsize,y,n,n,y,0
GJ59592,"5,319",Basic,Bachelor,Employed,F,25134,Suburban,Married,22,91,3,Small,y,y,y,y,0
FY56083,"4,720",Basic,Bachelor,Employed,M,37057,Rural,Married,17,107,5,Small,n,y,n,n,0
UA94723,"4,428",Basic,High School or Below,Employed,F,58577,Urban,Married,17,144,6,Medsize,n,y,n,y,1
FW91032,"5,879",Basic,High School or Below,Employed,M,85857,Rural,Married,17,113,3,Medsize,n,y,n,y,0
DE34457,"9,417",Basic,Doctor,Employed,F,70602,Urban,Married,25,158,8,Small,y,y,n,y,0
HD32044,"8,288",Premium,Master,Employed,F,33816,Suburban,Divorced,30,118,10,Medsize,n,y,n,y,0
HH30454,"32,655",Premium,Bachelor,Unemployed,M,0,Suburban,Single,17,181,7,Medsize,n,y,n,y,0
AH84063,"4,719",Extended,College,Employed,F,89642,Rural,Married,29,157,11,Medsize,n,n,n,y,1
QA17596,"3,903",Extended,Bachelor,Employed,F,60068,Suburban,Married,41,102,17,Small,n,y,n,n,0
XI41052,"5,457",Extended,Bachelor,Employed,F,50044,Suburban,Single,35,157,16,Medsize,n,y,n,n,0
DI30528,"2,725",Basic,Master,Employed,F,36650,Rural,Married,25,91,2,Large,y,y,n,y,1
SC66359,"4,434",Basic,College,Employed,F,50653,Rural,Married,46,92,29,Small,y,n,y,y,0
EN61670,"5,332",Basic,Doctor,Employed,F,68931,Urban,Married,47,42,32,Medsize,n,n,n,y,0
DQ10761,"2,315",Basic,Bachelor,Unemployed,M,0,Suburban,Single,35,97,14,Medsize,y,y,n,y,0
BQ51587,"5,412",Basic,College,Unemployed,F,0,Suburban,Single,24,113,1,Medsize,n,n,n,y,1
JE21522,"9,587",Extended,Bachelor,Employed,M,39266,Suburban,Married,49,66,33,Medsize,n,y,n,y,0
WS47147,"22,104",Basic,College,Unemployed,M,0,Suburban,Married,62,62,35,Medsize,y,y,n,y,0
ZA64638,"9,765",Extended,High School or Below,Unemployed,F,0,Suburban,Single,49,96,24,Small,n,y,n,n,0
EW38459,"2,567",Basic,Bachelor,Employed,F,40864,Rural,Married,23,111,2,Medsize,y,y,n,y,1
QW87316,"2,651",Basic,College,Employed,F,39035,Urban,Divorced,39,98,15,Medsize,n,y,n,y,0
IC43478,"11,264",Extended,Bachelor,Employed,M,34923,Suburban,Single,43,90,23,Medsize,y,y,n,y,0
TE34064,"2,169",Basic,High School or Below,Unemployed,M,0,Suburban,Single,17,105,1,Medsize,y,y,n,y,1
WU60905,"8,611",Basic,High School or Below,Unemployed,F,0,Suburban,Married,49,97,27,Medsize,n,y,y,y,0
YM18992,"2,835",Basic,College,Employed,F,24506,Suburban,Divorced,33,91,7,Medsize,y,y,n,n,0
PD55753,"8,930",Extended,High School or Below,Unemployed,M,0,Suburban,Married,39,94,25,Medsize,n,y,n,y,0
KU56006,"5,536",Basic,College,Employed,F,52220,Suburban,Married,33,66,17,Small,y,y,n,y,0
MJ69973,"2,841",Basic,High School or Below,Unemployed,M,0,Suburban,Married,30,90,17,Medsize,n,n,n,y,1
TW43626,"8,083",Basic,College,Employed,M,53554,Suburban,Married,23,111,6,Large,n,y,n,y,0
XX84133,"5,255",Basic,Bachelor,Employed,M,34476,Rural,Married,45,67,23,Medsize,y,n,n,y,0
ZW84453,"5,116",Basic,Bachelor,Unemployed,F,0,Rural,Married,17,116,1,Medsize,y,y,n,y,1
HO29524,"3,035",Extended,College,Employed,M,68205,Rural,Married,56,38,35,Medsize,n,y,n,n,0
VE89726,"8,025",Basic,High School or Below,Unemployed,F,0,Suburban,Single,26,149,6,Medsize,n,y,n,y,0
GE87503,"18,211",Premium,High School or Below,Employed,M,53690,Suburban,Married,44,166,20,Small,n,y,n,y,0
PX90263,"5,122",Basic,High School or Below,Unemployed,M,0,Suburban,Single,18,108,2,Medsize,n,y,y,n,1
NI17718,"2,150",Basic,High School or Below,Unemployed,F,0,Suburban,Single,44,53,28,Medsize,n,n,n,y,0
FY32213,"5,595",Basic,High School or Below,Employed,F,74454,Suburban,Single,44,83,25,Medsize,n,y,n,y,0
RZ13254,"7,563",Basic,Bachelor,Unemployed,F,0,Suburban,Single,32,61,23,Large,y,y,n,n,0
GN45013,"5,386",Basic,High School or Below,Medical Leave,M,29664,Suburban,Married,18,107,1,Medsize,n,y,n,y,1
UB16654,"4,719",Basic,Master,Disabled,M,15680,Urban,Divorced,43,56,20,Medsize,n,y,n,y,1
KU84464,"9,423",Extended,Bachelor,Employed,F,47272,Rural,Married,38,93,17,Medsize,y,y,n,y,0
YH43527,"3,606",Extended,College,Employed,F,21585,Suburban,Married,61,56,35,Medsize,n,y,n,y,0
RO30676,"7,763",Premium,College,Disabled,F,23827,Rural,Married,34,110,18,Medsize,n,n,n,y,0
QL59704,"23,445",Basic,College,Employed,F,69906,Urban,Married,57,72,34,Medsize,n,y,n,y,0
QH19450,"2,558",Basic,High School or Below,Unemployed,F,0,Suburban,Single,26,98,7,Small,y,y,n,y,1
HR85211,"5,123",Basic,Master,Employed,F,89879,Rural,Married,27,63,17,Medsize,y,n,n,y,0
UV54502,"2,538",Basic,High School or Below,Unemployed,F,0,Suburban,Married,30,87,9,Large,n,y,n,y,1
WB38524,"2,970",Basic,High School or Below,Employed,M,46131,Suburban,Married,44,74,27,Small,y,y,n,y,0
CE56187,"4,363",Basic,Master,Employed,F,54514,Urban,Divorced,17,145,5,Medsize,n,n,n,y,1
JL19416,"5,884",Premium,High School or Below,Unemployed,F,0,Suburban,Single,46,139,29,Medsize,n,y,n,y,0
JZ61422,"5,272",Basic,College,Employed,F,96668,Suburban,Single,17,92,2,Medsize,n,n,n,y,0
LA13377,"5,510",Basic,Doctor,Employed,M,78879,Suburban,Married,33,89,9,Small,y,y,n,y,0
NC99948,"16,314",Basic,College,Unemployed,M,0,Suburban,Single,36,71,21,Medsize,y,y,n,y,0
QD34785,"5,678",Extended,Bachelor,Unemployed,F,0,Suburban,Married,25,122,8,Small,n,y,n,n,0
RO26085,"12,101",Basic,Bachelor,Unemployed,F,0,Suburban,Single,55,116,28,Large,n,y,n,y,0
ES57969,"2,454",Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,27,105,3,Medsize,n,y,n,y,1
JK55587,"5,076",Basic,High School or Below,Medical Leave,M,23082,Suburban,Married,42,61,18,Large,n,y,n,y,0
RN97635,"3,215",Extended,Bachelor,Employed,M,53984,Suburban,Divorced,30,98,15,Small,y,y,n,y,0
BI76326,"12,275",Premium,College,Employed,F,52135,Urban,Single,28,170,6,Small,y,y,n,y,0
JA34909,"2,722",Basic,College,Medical Leave,F,17576,Suburban,Married,41,43,29,Medsize,n,n,n,y,1
OJ90342,"2,457",Basic,Bachelor,Employed,F,29486,Rural,Married,42,74,19,Medsize,y,y,y,y,0
CM88932,"3,555",Extended,Master,Employed,F,58557,Rural,Married,19,120,4,Large,y,y,n,y,0
JJ97525,"4,930",Basic,Bachelor,Employed,M,25632,Suburban,Married,50,47,27,Medsize,n,y,y,y,0
XV21647,"8,036",Basic,High School or Below,Unemployed,F,0,Suburban,Single,28,126,7,Medsize,n,y,n,y,1
MC83487,"4,277",Basic,Bachelor,Disabled,M,18768,Suburban,Single,38,56,19,Medsize,n,y,n,y,0
BL90769,"33,473",Basic,Bachelor,Employed,F,33190,Suburban,Divorced,32,108,18,Medsize,n,n,y,y,0
CR57148,"5,961",Basic,Master,Employed,F,47945,Rural,Married,53,72,32,Medsize,n,y,y,n,0
CP85232,"44,795",Extended,College,Employed,M,58778,Rural,Married,27,140,6,Small,y,y,n,y,0
YL74732,"3,832",Basic,High School or Below,Disabled,F,15192,Suburban,Married,17,134,1,Medsize,n,y,n,y,1
FG16766,"6,838",Premium,Bachelor,Employed,F,51859,Suburban,Married,17,217,0,Medsize,y,y,n,y,1
NV55438,"5,285",Basic,High School or Below,Retired,F,23422,Suburban,Single,32,54,25,Medsize,n,y,n,y,0
RM10880,"3,097",Extended,College,Employed,F,21604,Suburban,Divorced,29,77,14,Medsize,n,y,y,y,0
GL56175,"3,590",Extended,College,Employed,M,79298,Urban,Married,49,98,22,Medsize,n,n,n,y,0
UK52289,"2,582",Basic,Bachelor,Employed,F,76731,Urban,Married,17,102,2,Medsize,n,n,n,y,1
LL45497,"2,488",Basic,College,Employed,F,67282,Suburban,Married,48,62,29,Medsize,y,n,y,y,0
BC62782,"13,576",Basic,College,Employed,F,48534,Suburban,Married,36,93,29,Small,n,y,n,y,0
YM57893,"4,686",Premium,Doctor,Employed,M,77678,Suburban,Married,54,116,32,Small,y,y,n,y,0
JP30654,"28,686",Basic,College,Employed,F,48412,Suburban,Single,41,106,15,Medsize,y,y,n,y,0
RA66180,"2,764",Basic,High School or Below,Employed,F,33837,Urban,Married,42,58,29,Medsize,y,y,y,y,0
EN60878,"6,183",Extended,Bachelor,Disabled,M,23712,Urban,Single,18,131,2,Medsize,n,n,n,y,1
JF36291,"3,874",Basic,College,Retired,M,28142,Suburban,Married,40,97,18,Medsize,y,y,y,y,0
BK59444,"18,929",Basic,Master,Employed,F,72196,Rural,Single,32,96,8,Medsize,n,y,n,y,0
MK70700,"5,553",Basic,Master,Employed,M,68197,Urban,Married,17,115,1,Medsize,n,y,n,n,0
IW71076,"5,011",Basic,Bachelor,Employed,M,75248,Rural,Married,29,91,13,Large,y,y,n,y,0
AP98768,"10,442",Extended,College,Unemployed,F,0,Suburban,Single,22,128,9,Small,n,y,n,y,0
OM24164,"2,200",Basic,Bachelor,Unemployed,M,0,Suburban,Single,18,83,5,Medsize,y,y,n,y,1
QP84605,"8,710",Premium,Bachelor,Employed,F,41546,Rural,Divorced,19,139,4,Medsize,n,y,y,y,0
VC87846,"7,484",Extended,High School or Below,Employed,M,46998,Suburban,Divorced,22,128,13,Medsize,y,y,n,y,0
ZM92052,"2,613",Basic,Bachelor,Employed,M,57099,Rural,Single,47,53,20,Small,y,y,n,y,0
ON73702,"9,081",Basic,Bachelor,Employed,F,33897,Urban,Married,40,148,15,Small,y,y,n,n,0
QQ90441,"13,771",Premium,High School or Below,Employed,F,59207,Suburban,Single,48,118,23,Medsize,y,y,n,y,0
HU35721,"2,877",Basic,High School or Below,Employed,M,40171,Suburban,Divorced,32,89,8,Medsize,y,y,n,n,0
XH85336,"5,548",Basic,Bachelor,Employed,M,67798,Suburban,Divorced,17,115,1,Medsize,y,y,y,y,0
ZH17561,"5,098",Extended,Bachelor,Medical Leave,F,21665,Suburban,Divorced,17,172,0,Medsize,y,y,n,y,0
AG85615,"24,144",Extended,College,Unemployed,M,0,Suburban,Single,36,129,9,Medsize,n,y,n,y,0
OY74069,"3,538",Basic,College,Unemployed,F,0,Suburban,Single,31,91,12,Medsize,n,y,n,y,1
DJ91267,"29,091",Extended,Bachelor,Employed,F,34226,Rural,Married,49,214,29,Small,y,y,n,y,0
KB72438,"19,834",Extended,High School or Below,Employed,F,65989,Rural,Married,25,163,4,Medsize,y,y,n,y,0
TR67616,"4,731",Basic,High School or Below,Employed,M,30686,Rural,Single,35,49,22,Medsize,n,y,n,y,0
GF65731,"35,538",Basic,Master,Unemployed,F,0,Suburban,Married,34,115,15,Large,n,n,n,y,1
HB67642,"34,611",Basic,High School or Below,Employed,F,20090,Suburban,Married,19,135,10,Medsize,n,y,n,y,0
DP84567,"20,216",Basic,High School or Below,Unemployed,M,0,Suburban,Married,17,229,6,Large,n,y,n,y,1
VV77534,"13,977",Premium,College,Employed,M,77094,Urban,Married,47,156,25,Medsize,y,y,n,y,0
GL67540,"5,904",Basic,College,Employed,F,97413,Urban,Married,42,81,21,Medsize,n,y,n,y,0
SV50502,"5,596",Basic,Master,Employed,F,79189,Suburban,Married,25,115,6,Medsize,y,y,n,y,0
UK59698,"2,294",Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,21,108,5,Medsize,n,y,n,y,1
OA57352,"6,274",Extended,College,Retired,F,18577,Suburban,Divorced,33,70,21,Medsize,n,y,n,y,0
ZF84449,"3,727",Basic,College,Unemployed,F,0,Suburban,Single,25,136,7,Medsize,n,y,n,y,1
VH31965,"5,285",Basic,Bachelor,Employed,M,40783,Suburban,Married,32,73,13,Medsize,n,y,n,y,0
HG39060,"5,111",Basic,Bachelor,Unemployed,M,0,Suburban,Single,48,72,34,Medsize,y,y,n,n,0
EM29359,"7,127",Basic,College,Medical Leave,M,17483,Suburban,Married,49,175,24,Large,n,y,n,y,0
SF57173,"4,602",Basic,Master,Employed,M,84394,Suburban,Married,31,128,9,Medsize,n,y,n,y,1
OT47603,"9,155",Extended,College,Unemployed,M,0,Suburban,Married,18,147,3,Medsize,n,n,n,y,0
SW31412,"14,808",Basic,College,Employed,F,41440,Suburban,Married,40,48,20,Small,n,y,n,y,0
JS36322,"8,902",Extended,High School or Below,Unemployed,M,0,Suburban,Single,27,174,14,Small,n,y,n,y,0
RE81445,"5,735",Basic,College,Employed,F,98132,Rural,Married,26,91,10,Medsize,n,y,n,y,0
RM24280,"4,178",Premium,High School or Below,Unemployed,F,0,Suburban,Married,24,144,4,Medsize,y,y,y,y,1
LC25393,"27,776",Extended,Bachelor,Employed,M,88220,Rural,Married,43,212,28,Small,n,y,n,y,0
UX38930,"10,364",Extended,Master,Employed,F,58327,Urban,Married,44,133,31,Medsize,n,y,n,n,0
HD95496,"7,852",Basic,Master,Employed,M,25950,Urban,Married,48,62,27,Medsize,n,y,n,y,0
RX24650,"4,773",Extended,High School or Below,Retired,M,20993,Suburban,Divorced,61,97,35,Medsize,n,y,n,y,0
DW19309,"14,227",Premium,High School or Below,Employed,M,65726,Suburban,Married,43,151,35,Medsize,n,y,n,y,0
EG48956,"4,031",Basic,College,Unemployed,M,0,Suburban,Married,47,37,35,Large,y,y,n,y,0
UF88986,"2,795",Basic,College,Employed,F,39783,Suburban,Single,38,72,28,Medsize,n,y,n,y,0
DB42794,"4,363",Premium,College,Employed,M,58842,Suburban,Married,22,140,6,Medsize,n,y,n,y,1
JB50798,"9,625",Extended,Master,Employed,F,25629,Suburban,Single,17,150,3,Medsize,n,y,n,y,0
JY45873,"5,015",Extended,Bachelor,Employed,F,48567,Suburban,Single,31,144,12,Medsize,y,n,n,y,0
TE35785,"6,948",Basic,Doctor,Unemployed,M,0,Suburban,Married,21,226,0,Large,n,n,n,y,1
CM55703,"2,897",Basic,College,Employed,F,33746,Suburban,Divorced,17,98,1,Medsize,n,y,n,y,1
QN65180,"21,904",Extended,Bachelor,Employed,F,22254,Rural,Married,36,97,22,Large,n,y,y,y,0
GE47180,"9,029",Basic,High School or Below,Employed,M,65974,Rural,Married,20,159,3,Medsize,n,n,n,n,0
VQ38776,"5,304",Extended,College,Unemployed,F,0,Suburban,Single,43,80,18,Large,n,n,n,y,0
ZY90118,"4,165",Premium,College,Medical Leave,M,17161,Suburban,Married,27,151,1,Small,n,n,n,y,1
IN17648,"5,124",Basic,High School or Below,Unemployed,M,0,Suburban,Single,17,110,1,Medsize,n,y,n,y,0
DF95759,"9,492",Extended,College,Unemployed,M,0,Suburban,Married,33,158,9,Medsize,n,n,n,y,0
QG45324,"8,205",Basic,High School or Below,Unemployed,F,0,Suburban,Married,17,99,9,Medsize,n,y,n,y,0
MN61620,"9,877",Extended,College,Employed,F,67752,Rural,Single,20,169,4,Small,y,n,y,y,0
YH86390,"4,815",Basic,Bachelor,Disabled,F,25398,Suburban,Divorced,52,36,30,Medsize,n,y,n,y,0
FY13480,"6,277",Extended,High School or Below,Unemployed,M,0,Suburban,Single,39,64,30,Medsize,n,y,n,y,0
YH61661,"8,261",Basic,High School or Below,Employed,M,33321,Suburban,Married,20,151,6,Medsize,n,y,n,y,0
NL93182,"2,549",Extended,Bachelor,Unemployed,M,0,Suburban,Single,37,118,13,Small,n,n,n,y,1
UM45563,"4,503",Basic,Bachelor,Employed,M,68798,Rural,Single,38,136,19,Medsize,y,y,n,y,0
WE68644,"3,804",Basic,Bachelor,Medical Leave,F,20325,Suburban,Married,17,140,4,Medsize,n,y,n,y,1
EZ30498,"8,635",Basic,Bachelor,Medical Leave,M,13129,Suburban,Married,42,151,15,Medsize,n,y,n,y,0
QY74517,"5,511",Basic,High School or Below,Unemployed,F,0,Suburban,Single,45,55,24,Large,n,y,n,n,0
NM88660,"3,586",Extended,Master,Employed,M,49080,Rural,Single,31,109,14,Small,y,y,n,y,0
MZ82036,"4,889",Basic,College,Employed,M,42536,Suburban,Divorced,50,29,30,Medsize,n,y,n,y,0
ID20929,"2,757",Basic,Bachelor,Medical Leave,M,29926,Suburban,Divorced,46,70,25,Medsize,n,y,n,y,0
EY50028,"3,290",Extended,Doctor,Unemployed,M,0,Urban,Married,21,116,5,Medsize,n,y,y,y,1
TT82373,"10,937",Extended,Bachelor,Employed,F,21450,Suburban,Married,28,134,15,Medsize,y,n,n,y,0
OH64088,"7,376",Basic,High School or Below,Employed,M,33345,Suburban,Single,41,45,32,Medsize,n,n,n,y,0
SK97780,"10,111",Extended,Bachelor,Medical Leave,F,15752,Urban,Married,50,62,27,Large,n,n,n,y,0
IO33050,"5,119",Basic,High School or Below,Employed,F,40169,Urban,Divorced,17,111,1,Medsize,y,n,n,y,0
XA55917,"8,534",Basic,College,Disabled,F,26049,Suburban,Married,30,139,10,Medsize,n,y,y,y,0
JK32620,"2,225",Basic,College,Unemployed,M,0,Suburban,Single,17,90,3,Medsize,y,n,n,y,1
RQ19236,"8,043",Basic,Doctor,Employed,M,55411,Urban,Married,44,112,24,Medsize,n,n,n,y,0
QC47433,"2,554",Basic,College,Medical Leave,M,12459,Suburban,Married,31,106,4,Small,n,y,n,y,1
RA93608,"18,074",Extended,Bachelor,Employed,M,64620,Suburban,Married,48,66,24,Small,n,y,n,y,0
XH97711,"2,431",Basic,Bachelor,Employed,M,83140,Urban,Married,36,69,25,Medsize,y,y,n,y,0
AU96286,"3,168",Extended,Bachelor,Unemployed,F,0,Suburban,Single,38,110,20,Medsize,y,y,n,y,1
KC17170,"5,466",Basic,Bachelor,Employed,F,54422,Rural,Married,19,114,9,Medsize,n,y,n,y,0
ZN47335,"10,358",Extended,College,Employed,M,68309,Rural,Divorced,25,155,4,Small,n,n,n,y,1
EI46264,"2,538",Basic,High School or Below,Employed,M,56621,Rural,Married,47,75,27,Medsize,n,y,n,y,0
EK87864,"2,822",Basic,College,Employed,F,38977,Rural,Married,49,52,27,Medsize,n,y,n,y,0
GV45403,"7,757",Premium,Bachelor,Unemployed,M,0,Suburban,Divorced,56,99,32,Medsize,y,n,n,y,0
QK31192,"4,079",Premium,High School or Below,Unemployed,M,0,Suburban,Married,26,156,12,Medsize,n,y,n,n,1
LU89008,"5,956",Extended,College,Unemployed,F,0,Suburban,Single,56,67,35,Medsize,n,n,y,y,0
NS10490,"14,159",Basic,Bachelor,Employed,F,83235,Suburban,Married,26,100,16,Medsize,y,n,n,y,0
